order_id,customer_id,product_id,order_date,order_quantity,order_status,order_approval_date,order_delivery_date,rating_date,rating_score,rating_comment
60645q,88437p,19648f,3/20/2023,3,delivered,3/23/2023,04-02-2023,,,
77196t,09903v,77380y,11-11-2023,4,delivered,11/14/2023,11/21/2023,,,
14050s,91921x,93499u,11/27/2023,9,processing,11/29/2023,,,,
33227r,14431h,08380s,1/16/2024,10,shipped,1/18/2024,,,,
21782k,83161t,19584d,01-08-2024,7,processing,01-11-2024,,,,
63574q,12116r,12363m,12/20/2023,2,delivered,12/20/2023,12/25/2023,,,
02842s,57146f,63937j,7/21/2023,9,shipped,7/21/2023,,,,
93799n,19560r,20472b,06-10-2023,1,delivered,6/13/2023,6/15/2023,6/27/2023,3,Good value for money. Does the job well.
49830r,73496p,57571j,12/26/2023,8,shipped,12/26/2023,,,,
37428p,87193b,95903a,2/21/2024,4,delivered,2/21/2024,2/28/2024,3/16/2024,4,Needs better instructions for setup.
12134s,30842q,95177z,11/28/2023,4,pending,,,,,
35939y,01054m,06727r,01-11-2024,2,delivered,01-12-2024,1/21/2024,,,
08082t,35352u,65763w,12/19/2023,5,delivered,12/21/2023,12/31/2023,01-07-2024,3,
70664i,77733q,45819t,12/24/2023,2,pending,,,,,
88636v,66818u,27321g,4/30/2023,10,delivered,05-03-2023,05-06-2023,,,
89414h,96093d,83931b,4/19/2023,5,delivered,4/21/2023,4/29/2023,,,
16553v,61619r,04151d,9/22/2023,3,shipped,9/23/2023,,,,
75536c,32283g,31040p,11-10-2023,5,delivered,11-10-2023,11/20/2023,,,
09827t,97146x,97338x,02-10-2024,9,shipped,2/13/2024,,,,
15258k,38964c,13571i,9/27/2023,1,delivered,9/29/2023,10-08-2023,,,
69112k,89513e,86538t,12/21/2023,1,delivered,12/22/2023,01-03-2024,1/13/2024,3,
90181k,70849a,33467h,4/29/2023,1,delivered,05-01-2023,05-10-2023,,,
30667t,66812h,46392k,11-12-2023,5,delivered,11/13/2023,11/17/2023,12-05-2023,5,
93888d,44932e,00063g,7/21/2023,9,delivered,7/24/2023,7/29/2023,08-11-2023,5,Needs better instructions for setup.
83664u,96093d,93499u,2/21/2024,10,shipped,2/22/2024,,,,
66955j,76537i,29754z,03-01-2023,5,delivered,03-04-2023,03-10-2023,,,
51888w,97696g,02090u,10/24/2023,8,delivered,10/25/2023,10/30/2023,,,
26233x,51188v,64242h,08-12-2023,3,delivered,8/13/2023,8/21/2023,,,
25263n,89513e,94269v,09-06-2023,8,shipped,09-07-2023,,,,
73063u,97146x,21440v,06-06-2023,2,processing,06-08-2023,,,,
92868i,74115u,19648f,12/13/2023,5,processing,12/15/2023,,,,
00445t,70801v,31040p,03-03-2023,10,delivered,03-06-2023,03-12-2023,3/20/2023,2,"Works perfectly, exactly what I needed!"
15516t,92348m,65763w,8/15/2023,2,shipped,8/17/2023,,,,
85621d,05313r,17115k,6/25/2023,5,shipped,6/25/2023,,,,
30932d,09157y,27321g,8/29/2023,6,shipped,8/29/2023,,,,
13951v,75825u,10638s,6/14/2023,1,shipped,6/15/2023,,,,
66285l,04866x,06727r,5/15/2023,10,delivered,5/18/2023,5/21/2023,,,
38112r,91921x,75135q,3/24/2023,8,delivered,3/25/2023,04-06-2023,04-09-2023,4,"Great product, very satisfied with its performance!"
21925k,29780w,56764d,5/31/2023,1,delivered,06-03-2023,06-07-2023,,,
11450b,44932e,83500s,09-01-2023,2,delivered,09-01-2023,9/14/2023,9/25/2023,4,Easy to use and convenient.
55435p,58686s,82417v,6/19/2023,5,delivered,6/20/2023,6/29/2023,07-09-2023,3,"Impressive design, but functionality could be improved."
17692j,09903v,57571j,03-11-2023,3,delivered,03-11-2023,3/23/2023,3/31/2023,2,
35383c,87193b,33224p,8/28/2023,7,delivered,8/31/2023,09-06-2023,9/18/2023,2,Highly recommended! This product exceeded my expectations.
39507y,05470e,31346s,05-08-2023,10,delivered,05-08-2023,5/14/2023,,,
51853l,19560r,83931b,2/22/2024,4,delivered,2/25/2024,2/29/2024,03-10-2024,3,"Great product, very satisfied with its performance!"
15264f,57146f,45387s,07-10-2023,5,delivered,07-12-2023,7/19/2023,,,
74355b,35352u,29734l,5/19/2023,3,delivered,5/19/2023,5/28/2023,,,
93557s,32283g,46392k,7/22/2023,8,pending,,,,,
14878n,41589h,45819t,7/31/2023,7,processing,08-01-2023,,,,
17040p,04537j,20295e,09-01-2023,6,delivered,09-01-2023,09-09-2023,,,
68952r,38964c,85065z,1/28/2024,10,shipped,1/28/2024,,,,
19829v,04866x,02931a,12-02-2023,8,delivered,12-02-2023,12-08-2023,,,
92534m,50935w,10638s,03-04-2023,5,delivered,03-07-2023,3/17/2023,,,
31546i,97696g,31040p,8/21/2023,9,delivered,8/24/2023,8/26/2023,,,
84168o,61619r,89860e,10/28/2023,4,delivered,10/31/2023,11-03-2023,,,
44888q,86200y,95332p,7/17/2023,1,processing,7/17/2023,,,,
05255l,30842q,06727r,4/23/2023,5,processing,4/23/2023,,,,
92099x,29780w,95948c,08-05-2023,10,shipped,08-07-2023,,,,
46549a,09157y,88691q,4/24/2023,2,delivered,4/25/2023,4/30/2023,05-12-2023,4,"Impressive design, but functionality could be improved."
17071m,77733q,82417v,10-04-2023,3,delivered,10-04-2023,10-09-2023,10/27/2023,5,
20695g,48745d,02090u,10-08-2023,8,delivered,10-09-2023,10/13/2023,11-01-2023,3,"Works perfectly, exactly what I needed!"
93641p,45672n,46392k,6/30/2023,5,delivered,07-03-2023,07-05-2023,7/23/2023,4,"Impressive design, but functionality could be improved."
00917i,74833d,29754z,1/19/2024,6,delivered,1/19/2024,1/25/2024,02-03-2024,1,
43726b,65425n,83931b,1/27/2024,2,delivered,1/28/2024,02-01-2024,2/13/2024,1,
51774n,99498p,04151d,7/13/2023,2,delivered,7/13/2023,7/27/2023,,,
01673x,96093d,97711l,12-06-2023,8,delivered,12-07-2023,12/14/2023,,,
31023s,09903v,73939b,2/18/2024,8,delivered,2/20/2024,2/26/2024,,,
25446p,74115u,02510u,10/19/2023,1,delivered,10/21/2023,10/28/2023,11-09-2023,1,"Great product, very satisfied with its performance!"
01785w,75825u,36807t,11/23/2023,5,delivered,11/26/2023,12-05-2023,,,
26970v,38964c,20472b,01-06-2024,3,processing,01-07-2024,,,,
89026r,91921x,99297w,04-10-2023,4,delivered,04-10-2023,4/16/2023,4/30/2023,3,"Average product, nothing special about it."
22356j,76537i,07190d,08-01-2023,4,delivered,08-02-2023,08-06-2023,,,
51745i,70849a,81516l,01-09-2024,5,processing,01-11-2024,,,,
69373s,39884g,56764d,10-09-2023,1,delivered,10-12-2023,10/13/2023,,,
89718c,66818u,03736b,2/14/2024,8,delivered,2/15/2024,2/21/2024,03-05-2024,4,Quality could be better for the price.
29111a,73496p,86538t,02-11-2024,5,delivered,2/13/2024,2/22/2024,03-03-2024,5,Needs better instructions for setup.
76100z,70801v,75982l,2/15/2024,7,delivered,2/18/2024,2/20/2024,03-09-2024,3,
94317p,01054m,19584d,12/19/2023,4,delivered,12/20/2023,12/31/2023,01-07-2024,1,
22760s,57146f,09112u,9/23/2023,3,delivered,9/24/2023,9/29/2023,,,
14904h,58686s,61340n,10-08-2023,8,delivered,10-11-2023,10-12-2023,,,
97745k,35352u,33224p,6/26/2023,8,delivered,6/29/2023,07-06-2023,,,
76569m,89513e,98568g,6/13/2023,2,delivered,6/16/2023,6/23/2023,07-06-2023,5,
50029v,61619r,19648f,12/26/2023,1,delivered,12/28/2023,01-08-2024,,,
56161t,74115u,59848f,11-12-2023,9,pending,,,,,
72900x,30842q,31106q,7/19/2023,5,delivered,7/20/2023,7/28/2023,08-09-2023,1,
51914u,41589h,85163t,09-12-2023,1,shipped,09-12-2023,,,,
73006s,57146f,45819t,10/21/2023,5,processing,10/24/2023,,,,
72236c,66812h,94188u,5/29/2023,6,pending,,,,,
81978c,96093d,27099c,1/16/2024,9,delivered,1/18/2024,1/27/2024,02-06-2024,4,"Great product, very satisfied with its performance!"
92924l,51188v,10488q,10/23/2023,10,delivered,10/23/2023,11-04-2023,,,
47928p,05470e,33467h,5/27/2023,9,delivered,5/27/2023,06-03-2023,06-12-2023,5,"Works perfectly, exactly what I needed!"
97832q,19560r,02510u,06-09-2023,4,delivered,06-12-2023,6/20/2023,07-03-2023,1,
37388y,14431h,12363m,11/29/2023,9,delivered,11/29/2023,12-10-2023,12/24/2023,2,Disappointing. Didn't meet my needs as expected.
79381u,09157y,88691q,7/21/2023,9,delivered,7/22/2023,08-04-2023,08-05-2023,1,
66870n,75825u,21440v,12-07-2023,1,delivered,12-09-2023,12/20/2023,12/29/2023,1,Disappointing. Didn't meet my needs as expected.
75699r,70849a,31346s,12/20/2023,2,processing,12/22/2023,,,,
13289z,39884g,47973g,10/18/2023,10,delivered,10/18/2023,10/23/2023,11-02-2023,2,
38547s,73496p,57571j,1/13/2024,4,shipped,1/16/2024,,,,
33131a,05313r,00908q,09-03-2023,8,processing,09-03-2023,,,,
84215j,66818u,74326j,12-10-2023,2,delivered,12/13/2023,12/15/2023,,,
37993o,50935w,78277j,03-12-2023,10,delivered,3/14/2023,3/22/2023,3/31/2023,5,
70085w,97696g,61340n,12/20/2023,5,pending,,,,,
77645x,01054m,64776e,04-01-2023,6,delivered,04-02-2023,04-08-2023,,,
16673f,92348m,00613n,11/18/2023,7,delivered,11/18/2023,12-01-2023,,,
62375t,44932e,36807t,06-07-2023,1,delivered,06-10-2023,6/21/2023,,,
42927m,32283g,95903a,4/27/2023,5,delivered,4/28/2023,05-02-2023,,,
89607i,61619r,85163t,11-12-2023,8,delivered,11/14/2023,11/16/2023,,,
27908m,92348m,65763w,12-08-2023,5,shipped,12-10-2023,,,,
40906p,97696g,66048l,4/13/2023,4,delivered,4/14/2023,4/20/2023,05-07-2023,5,Quality could be better for the price.
89558o,51188v,94269v,9/17/2023,3,delivered,9/18/2023,9/24/2023,10-02-2023,5,
38523c,50935w,82417v,10-09-2023,5,delivered,10-12-2023,10/22/2023,11-01-2023,4,
91622s,76537i,29734l,05-02-2023,9,shipped,05-03-2023,,,,
14017r,05470e,31701h,1/31/2024,8,delivered,1/31/2024,02-09-2024,,,
15173q,45672n,27297s,07-12-2023,3,delivered,7/13/2023,7/24/2023,,,
59596s,48745d,33467h,06-08-2023,8,shipped,06-08-2023,,,,
53516p,38964c,74326j,12-06-2023,2,delivered,12-06-2023,12-12-2023,,,
15549z,87193b,07681m,09-03-2023,1,shipped,09-06-2023,,,,
09291d,30842q,45009e,11-04-2023,1,delivered,11-06-2023,11-09-2023,11/25/2023,3,
29676o,39884g,64242h,11/14/2023,3,delivered,11/15/2023,11/22/2023,12-07-2023,3,
77542h,83161t,00063g,01-05-2024,6,delivered,01-05-2024,1/15/2024,1/29/2024,1,"Works perfectly, exactly what I needed!"
17918e,57146f,64776e,7/28/2023,6,delivered,7/29/2023,08-06-2023,8/22/2023,4,Easy to use and convenient.
90864r,04537j,45387s,08-02-2023,3,delivered,08-05-2023,08-12-2023,,,
21933j,29780w,31982j,8/27/2023,3,pending,,,,,
39914q,73496p,95177z,08-06-2023,6,delivered,08-09-2023,8/20/2023,,,
58474o,86200y,85089g,2/21/2024,3,delivered,2/23/2024,2/26/2024,,,
81068y,97146x,66394f,11/30/2023,2,delivered,12-02-2023,12-04-2023,12/17/2023,3,
11475i,88437p,99297w,6/14/2023,3,processing,6/17/2023,,,,
39994x,74833d,75992v,6/25/2023,6,delivered,6/28/2023,6/30/2023,,,
15840q,41589h,53286c,7/30/2023,8,delivered,7/31/2023,08-10-2023,,,
25301y,19560r,17115k,1/25/2024,10,delivered,1/28/2024,02-06-2024,,,
90329c,01054m,53286c,12/13/2023,2,delivered,12/13/2023,12/26/2023,12/31/2023,4,
10908t,65425n,98568g,12-10-2023,6,delivered,12-10-2023,12/17/2023,12/31/2023,4,"Average product, nothing special about it."
78441s,66818u,78277j,4/21/2023,10,delivered,4/23/2023,4/26/2023,5/14/2023,3,
24217c,77733q,73939b,07-05-2023,6,delivered,07-06-2023,7/18/2023,,,
23953r,14431h,94188u,03-12-2023,6,delivered,3/15/2023,3/23/2023,,,
05908y,57146f,65763w,02-07-2024,4,delivered,02-07-2024,02-11-2024,03-01-2024,3,Disappointing. Didn't meet my needs as expected.
86571r,92348m,66394f,11-07-2023,5,delivered,11-09-2023,11/14/2023,12-02-2023,1,
76678y,29780w,45819t,2/13/2024,9,delivered,2/16/2024,2/20/2024,2/28/2024,4,Good value for money. Does the job well.
07347y,74833d,05847e,10/18/2023,9,delivered,10/18/2023,10/25/2023,,,
81945v,44932e,34220z,11/18/2023,2,shipped,11/19/2023,,,,
05649r,96093d,93499u,2/25/2024,8,processing,2/25/2024,,,,
19958h,09903v,88691q,3/25/2023,5,delivered,3/27/2023,3/29/2023,04-09-2023,2,"Great product, very satisfied with its performance!"
83240f,88437p,04151d,9/26/2023,3,delivered,9/26/2023,10-03-2023,10-11-2023,3,"Great product, very satisfied with its performance!"
98912r,70801v,85163t,02-06-2024,4,delivered,02-07-2024,2/15/2024,2/25/2024,5,"Average product, nothing special about it."
69324i,45672n,03736b,12/27/2023,6,delivered,12/29/2023,01-05-2024,,,
07379y,86200y,02510u,2/18/2024,1,delivered,2/18/2024,03-01-2024,,,
07375h,58686s,27099c,9/14/2023,3,delivered,9/16/2023,9/26/2023,,,
09650n,99498p,20472b,10/16/2023,10,delivered,10/19/2023,10/27/2023,10/31/2023,5,Disappointing. Didn't meet my needs as expected.
99373d,30842q,47973g,02-08-2024,3,delivered,02-11-2024,2/13/2024,03-04-2024,2,Quality could be better for the price.
79240c,74115u,12363m,12/22/2023,5,delivered,12/25/2023,12/27/2023,,,
01915z,48745d,75135q,6/22/2023,8,delivered,6/24/2023,07-04-2023,07-09-2023,4,Good value for money. Does the job well.
87325c,09157y,00613n,3/18/2023,10,delivered,3/18/2023,3/30/2023,,,
05724g,05470e,02090u,9/24/2023,9,processing,9/24/2023,,,,
94496r,76537i,85065z,6/15/2023,5,delivered,6/15/2023,6/25/2023,,,
80057j,35352u,24952a,01-08-2024,2,delivered,01-08-2024,1/19/2024,,,
98744f,87193b,29754z,5/30/2023,6,delivered,5/30/2023,06-08-2023,6/18/2023,3,Good value for money. Does the job well.
16659f,89513e,10488q,03-12-2023,8,processing,3/14/2023,,,,
98155x,51188v,09112u,05-03-2023,6,pending,,,,,
83427t,39884g,48150m,8/18/2023,3,processing,8/18/2023,,,,
56092s,91921x,97338x,10-05-2023,2,delivered,10-07-2023,10/18/2023,10/21/2023,1,Good value for money. Does the job well.
54234b,01054m,93680s,11/23/2023,6,delivered,11/25/2023,12-01-2023,12-12-2023,5,Easy to use and convenient.
58220d,66812h,66048l,09-03-2023,7,delivered,09-04-2023,09-09-2023,9/18/2023,4,Disappointing. Didn't meet my needs as expected.
14422z,05470e,29754z,2/21/2024,2,delivered,2/22/2024,2/28/2024,3/16/2024,3,"Great product, very satisfied with its performance!"
51901v,45672n,07681m,3/27/2023,10,delivered,3/28/2023,04-09-2023,4/15/2023,1,
85731s,38964c,95948c,6/27/2023,4,pending,,,,,
43812n,70801v,24752z,2/19/2024,7,delivered,2/22/2024,2/27/2024,,,
25160f,74833d,13571i,1/16/2024,9,delivered,1/18/2024,1/22/2024,,,
53681x,14431h,94269v,04-04-2023,10,delivered,04-06-2023,04-09-2023,,,
36266u,04866x,75982l,12-02-2023,1,pending,,,,,
58917l,70849a,34220z,09-04-2023,6,delivered,09-05-2023,9/13/2023,9/25/2023,3,
32841u,76537i,33224p,01-12-2024,4,shipped,1/15/2024,,,,
68535t,97696g,31610d,1/24/2024,1,delivered,1/25/2024,02-06-2024,02-08-2024,3,
13407t,83161t,75135q,06-10-2023,8,delivered,06-11-2023,6/19/2023,,,
17051q,41589h,45009e,4/24/2023,5,delivered,4/25/2023,4/30/2023,5/13/2023,1,
74447s,50935w,31701h,12/25/2023,4,processing,12/26/2023,,,,
54023d,89513e,81516l,5/16/2023,2,delivered,5/16/2023,5/25/2023,,,
82905y,35352u,27099c,04-07-2023,10,delivered,04-10-2023,4/21/2023,4/28/2023,2,"Works perfectly, exactly what I needed!"
01182z,86200y,06727r,1/17/2024,3,processing,1/19/2024,,,,
59689f,87193b,08380s,01-09-2024,3,processing,01-10-2024,,,,
48337b,66818u,64242h,7/27/2023,10,delivered,7/29/2023,08-05-2023,8/18/2023,3,Good value for money. Does the job well.
95688u,51188v,83500s,1/18/2024,3,delivered,1/18/2024,1/28/2024,02-09-2024,1,"Average product, nothing special about it."
75385f,77733q,31040p,12-12-2023,1,delivered,12/13/2023,12/16/2023,,,
36997m,74115u,29734l,08-12-2023,5,delivered,8/13/2023,8/18/2023,09-06-2023,3,Good value for money. Does the job well.
56247t,12116r,65763w,09-11-2023,8,delivered,9/13/2023,9/25/2023,,,
02507u,09157y,85065z,11-08-2023,3,delivered,11-09-2023,11/20/2023,,,
77260h,65425n,46392k,5/23/2023,10,shipped,5/23/2023,,,,
90191h,99498p,11932o,12/30/2023,2,delivered,12/31/2023,01-07-2024,,,
64457p,44932e,09112u,11/24/2023,2,delivered,11/25/2023,12-02-2023,12/15/2023,3,Good value for money. Does the job well.
99440w,87193b,06727r,6/29/2023,3,pending,,,,,
36039d,58686s,31106q,4/30/2023,8,shipped,4/30/2023,,,,
90896a,70801v,63937j,08-12-2023,10,delivered,8/15/2023,8/18/2023,,,
03102n,05470e,61340n,10-03-2023,1,processing,10-03-2023,,,,
21692j,73496p,47973g,10-09-2023,5,delivered,10-12-2023,10/18/2023,10/30/2023,2,
61189a,05313r,34220z,3/31/2023,10,delivered,3/31/2023,4/13/2023,4/17/2023,5,
90348g,57146f,68153q,12/18/2023,6,delivered,12/20/2023,12/25/2023,01-02-2024,5,
23291h,88437p,70177q,03-02-2023,4,delivered,03-04-2023,03-07-2023,,,
42752h,97146x,45009e,3/14/2023,1,shipped,3/16/2023,,,,
34848l,35352u,17115k,12-02-2023,9,pending,,,,,
87324s,04866x,00613n,05-06-2023,2,shipped,05-08-2023,,,,
15980e,66818u,31607j,12/29/2023,9,delivered,01-01-2024,01-08-2024,,,
15877s,61619r,12490g,11/23/2023,5,delivered,11/24/2023,11/28/2023,,,
93045v,09903v,45819t,12-04-2023,2,delivered,12-07-2023,12/17/2023,12/25/2023,2,
03899m,01054m,07190d,04-01-2023,6,processing,04-02-2023,,,,
90856n,96093d,02510u,02-02-2024,8,shipped,02-02-2024,,,,
68336i,48745d,00908q,6/19/2023,9,delivered,6/21/2023,07-03-2023,,,
97453a,45672n,31346s,3/24/2023,3,shipped,3/25/2023,,,,
28779t,29780w,04151d,6/13/2023,1,delivered,6/15/2023,6/22/2023,07-01-2023,2,
20226s,83161t,20472b,05-03-2023,9,pending,,,,,
15877e,30842q,29754z,2/24/2024,10,delivered,2/24/2024,03-07-2024,03-10-2024,1,"Average product, nothing special about it."
79173j,38964c,48150m,3/15/2023,3,delivered,3/17/2023,3/24/2023,,,
84809x,66812h,95177z,10/29/2023,10,delivered,10/30/2023,11-03-2023,11/17/2023,1,Needs better instructions for setup.
48938g,74115u,21440v,10-01-2023,5,delivered,10-04-2023,10-10-2023,,,
28876i,50935w,53286c,12-05-2023,8,processing,12-07-2023,,,,
95494d,70801v,03736b,12/30/2023,6,delivered,01-01-2024,01-03-2024,1/17/2024,5,Highly recommended! This product exceeded my expectations.
15568f,96093d,88691q,10/15/2023,6,shipped,10/16/2023,,,,
88081t,39884g,24952a,01-11-2024,4,pending,,,,,
62194q,92348m,27321g,9/16/2023,9,delivered,9/16/2023,9/29/2023,,,
36439q,87193b,08380s,12-01-2023,4,delivered,12-02-2023,12-11-2023,12/24/2023,2,
21716b,41589h,83500s,10/15/2023,1,delivered,10/17/2023,10/28/2023,11-04-2023,1,
87345s,99498p,31607j,10/24/2023,8,delivered,10/26/2023,11-04-2023,,,
93614n,76537i,95903a,11-09-2023,6,shipped,11-10-2023,,,,
60456e,32283g,31982j,07-04-2023,2,shipped,07-05-2023,,,,
64023n,09903v,80153c,4/14/2023,1,shipped,4/16/2023,,,,
66459d,09157y,36807t,10-01-2023,4,delivered,10-03-2023,10-11-2023,,,
